"MSSubClass=20","MSSubClass=30","MSSubClass=40","MSSubClass=45","MSSubClass=50","MSSubClass=60","MSSubClass=70","MSSubClass=75","MSSubClass=80","MSSubClass=85","MSSubClass=90","MSSubClass=120","MSSubClass=160","MSSubClass=180","MSSubClass=190","MSZoning=C (all)","MSZoning=FV","MSZoning=RH","MSZoning=RL","MSZoning=RM","Street=Grvl","Street=Pave","Alley=Grvl","Alley=Pave","Alley=None","LotShape=IR1","LotShape=IR2","LotShape=IR3","LotShape=Reg","LandContour=Bnk","LandContour=HLS","LandContour=Low","LandContour=Lvl","Utilities=AllPub","Utilities=NoSeWa","LotConfig=Corner","LotConfig=CulDSac","LotConfig=FR2","LotConfig=FR3","LotConfig=Inside","LandSlope=Gtl","LandSlope=Mod","LandSlope=Sev","Neighborhood=Blmngtn","Neighborhood=Blueste","Neighborhood=BrDale","Neighborhood=BrkSide","Neighborhood=ClearCr","Neighborhood=CollgCr","Neighborhood=Crawfor","Neighborhood=Edwards","Neighborhood=Gilbert","Neighborhood=IDOTRR","Neighborhood=MeadowV","Neighborhood=Mitchel","Neighborhood=NAmes","Neighborhood=NoRidge","Neighborhood=NPkVill","Neighborhood=NridgHt","Neighborhood=NWAmes","Neighborhood=OldTown","Neighborhood=Sawyer","Neighborhood=SawyerW","Neighborhood=Somerst","Neighborhood=StoneBr","Neighborhood=SWISU","Neighborhood=Timber","Neighborhood=Veenker","Condition1=Artery","Condition1=Feedr","Condition1=Norm","Condition1=PosA","Condition1=PosN","Condition1=RRAe","Condition1=RRAn","Condition1=RRNe","Condition1=RRNn","Condition2=Artery","Condition2=Feedr","Condition2=Norm","Condition2=PosA","Condition2=PosN","Condition2=RRAe","Condition2=RRAn","Condition2=RRNn","BldgType=1Fam","BldgType=2fmCon","BldgType=Duplex","BldgType=Twnhs","BldgType=TwnhsE","HouseStyle=1.5Fin","HouseStyle=1.5Unf","HouseStyle=1Story","HouseStyle=2.5Fin","HouseStyle=2.5Unf","HouseStyle=2Story","HouseStyle=SFoyer","HouseStyle=SLvl","OverallQual=1","OverallQual=2","OverallQual=3","OverallQual=4","OverallQual=5","OverallQual=6","OverallQual=7","OverallQual=8","OverallQual=9","OverallQual=10","OverallCond=1","OverallCond=2","OverallCond=3","OverallCond=4","OverallCond=5","OverallCond=6","OverallCond=7","OverallCond=8","OverallCond=9","RoofStyle=Flat","RoofStyle=Gable","RoofStyle=Gambrel","RoofStyle=Hip","RoofStyle=Mansard","RoofStyle=Shed","RoofMatl=ClyTile","RoofMatl=CompShg","RoofMatl=Membran","RoofMatl=Metal","RoofMatl=Roll","RoofMatl=Tar&Grv","RoofMatl=WdShake","RoofMatl=WdShngl","Exterior1st=AsbShng","Exterior1st=AsphShn","Exterior1st=BrkComm","Exterior1st=BrkFace","Exterior1st=CBlock","Exterior1st=CemntBd","Exterior1st=HdBoard","Exterior1st=ImStucc","Exterior1st=MetalSd","Exterior1st=Plywood","Exterior1st=Stone","Exterior1st=Stucco","Exterior1st=VinylSd","Exterior1st=Wd Sdng","Exterior1st=WdShing","Exterior2nd=AsbShng","Exterior2nd=AsphShn","Exterior2nd=Brk Cmn","Exterior2nd=BrkFace","Exterior2nd=CBlock","Exterior2nd=CmentBd","Exterior2nd=HdBoard","Exterior2nd=ImStucc","Exterior2nd=MetalSd","Exterior2nd=Other","Exterior2nd=Plywood","Exterior2nd=Stone","Exterior2nd=Stucco","Exterior2nd=VinylSd","Exterior2nd=Wd Sdng","Exterior2nd=Wd Shng","MasVnrType=BrkCmn","MasVnrType=BrkFace","MasVnrType=None","MasVnrType=Stone","ExterQual=Ex","ExterQual=Fa","ExterQual=Gd","ExterQual=TA","ExterCond=Ex","ExterCond=Fa","ExterCond=Gd","ExterCond=Po","ExterCond=TA","Foundation=BrkTil","Foundation=CBlock","Foundation=PConc","Foundation=Slab","Foundation=Stone","Foundation=Wood","BsmtQual=Ex","BsmtQual=Fa","BsmtQual=Gd","BsmtQual=TA","BsmtQual=None","BsmtCond=Fa","BsmtCond=Gd","BsmtCond=Po","BsmtCond=TA","BsmtCond=None","BsmtExposure=Av","BsmtExposure=Gd","BsmtExposure=Mn","BsmtExposure=No","BsmtExposure=None","BsmtFinType1=ALQ","BsmtFinType1=BLQ","BsmtFinType1=GLQ","BsmtFinType1=LwQ","BsmtFinType1=Rec","BsmtFinType1=Unf","BsmtFinType1=None","BsmtFinType2=ALQ","BsmtFinType2=BLQ","BsmtFinType2=GLQ","BsmtFinType2=LwQ","BsmtFinType2=Rec","BsmtFinType2=Unf","BsmtFinType2=None","Heating=Floor","Heating=GasA","Heating=GasW","Heating=Grav","Heating=OthW","Heating=Wall","HeatingQC=Ex","HeatingQC=Fa","HeatingQC=Gd","HeatingQC=Po","HeatingQC=TA","CentralAir=N","CentralAir=Y","Electrical=FuseA","Electrical=FuseF","Electrical=FuseP","Electrical=Mix","Electrical=SBrkr","BsmtFullBath=0","BsmtFullBath=1","BsmtFullBath=2","BsmtFullBath=3","BsmtHalfBath=0","BsmtHalfBath=1","BsmtHalfBath=2","FullBath=0","FullBath=1","FullBath=2","FullBath=3","HalfBath=0","HalfBath=1","HalfBath=2","BedroomAbvGr=0","BedroomAbvGr=1","BedroomAbvGr=2","BedroomAbvGr=3","BedroomAbvGr=4","BedroomAbvGr=5","BedroomAbvGr=6","BedroomAbvGr=8","KitchenAbvGr=0","KitchenAbvGr=1","KitchenAbvGr=2","KitchenAbvGr=3","KitchenQual=Ex","KitchenQual=Fa","KitchenQual=Gd","KitchenQual=TA","TotRmsAbvGrd=2","TotRmsAbvGrd=3","TotRmsAbvGrd=4","TotRmsAbvGrd=5","TotRmsAbvGrd=6","TotRmsAbvGrd=7","TotRmsAbvGrd=8","TotRmsAbvGrd=9","TotRmsAbvGrd=10","TotRmsAbvGrd=11","TotRmsAbvGrd=12","TotRmsAbvGrd=14","Functional=Maj1","Functional=Maj2","Functional=Min1","Functional=Min2","Functional=Mod","Functional=Sev","Functional=Typ","Fireplaces=0","Fireplaces=1","Fireplaces=2","Fireplaces=3","FireplaceQu=Ex","FireplaceQu=Fa","FireplaceQu=Gd","FireplaceQu=Po","FireplaceQu=TA","FireplaceQu=None","GarageType=2Types","GarageType=Attchd","GarageType=Basment","GarageType=BuiltIn","GarageType=CarPort","GarageType=Detchd","GarageType=None","GarageFinish=Fin","GarageFinish=RFn","GarageFinish=Unf","GarageFinish=None","GarageCars=0","GarageCars=1","GarageCars=2","GarageCars=3","GarageCars=4","GarageQual=Ex","GarageQual=Fa","GarageQual=Gd","GarageQual=Po","GarageQual=TA","GarageQual=None","GarageCond=Ex","GarageCond=Fa","GarageCond=Gd","GarageCond=Po","GarageCond=TA","GarageCond=None","PavedDrive=N","PavedDrive=P","PavedDrive=Y","PoolQC=Ex","PoolQC=Fa","PoolQC=Gd","PoolQC=None","Fence=GdPrv","Fence=GdWo","Fence=MnPrv","Fence=MnWw","Fence=None","MiscFeature=Gar2","MiscFeature=Othr","MiscFeature=Shed","MiscFeature=TenC","MiscFeature=None","MoSold=1","MoSold=2","MoSold=3","MoSold=4","MoSold=5","MoSold=6","MoSold=7","MoSold=8","MoSold=9","MoSold=10","MoSold=11","MoSold=12","SaleType=COD","SaleType=Con","SaleType=ConLD","SaleType=ConLI","SaleType=ConLw","SaleType=CWD","SaleType=New","SaleType=Oth","SaleType=WD","SaleCondition=Abnorml","SaleCondition=AdjLand","SaleCondition=Alloca","SaleCondition=Family","SaleCondition=Normal","SaleCondition=Partial","Id","LotFrontage","LotArea","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","GarageYrBlt","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","YrSold","ytrain"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.656271418779986,0.348242811501597,0.370343580470163,0.27536231884058,0,0,0,0,0,0,0.0999789960092418,0,0,0.0999789960092418,0.894879927503398,0.188172043010753,0.0835674157303371,0.032345013477089,0,0,0,0,0,0.75,NA
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.656614119259767,0.23961661341853,0.159584086799277,0.927536231884058,0.85,0,0.110972568578554,0.163826998689384,0.176369863013699,0.217271835132483,0.148288174753203,0.543501611170784,0,0.360848561226633,0.906207521522429,0.431451612903226,0.14747191011236,0.122641509433962,0,0,0,0,0,0.75,NA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.656956819739548,0.23961661341853,0.152802893309222,0.760869565217391,0.45,0,0.191271820448878,0,0.057791095890411,0.177036310107949,0.124343625288805,0,0,0.124343625288805,0.895786135024921,0.235887096774194,0.224016853932584,0,0,0,0,0,0,0.75,NA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.657299520219328,0.230031948881789,0.145750452079566,0.760869565217391,0.45,0,0.209725685785536,0.0760157273918742,0,0.187831207065751,0.200168031926066,0,0,0.200168031926066,0.895786135024921,0.363575268817204,0.212078651685393,0.0525606469002695,0,0,0.208333333333333,0,0,0.75,NA
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.657642220699109,0.261980830670927,0.176672694394213,0.86231884057971,0.683333333333333,0,0.013715710723192,0,0.653681506849315,0.310500490677134,0.264860323461458,0,0,0.264860323461458,0.902129587675578,0.451612903225806,0,0,0,0,0,0,0,0.75,NA
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.65798492117889,0.361022364217252,0.219493670886076,0.985507246376812,0.966666666666667,0.15375,0.438403990024938,0,0.184931506849315,0.429833169774289,0.357487922705314,0,0,0.357487922705314,0.909832351608518,0.524193548387097,0.0632022471910112,0.207547169811321,0,0,0,0,0,0.75,NA
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.65832762165867,0.252396166134185,0.238028933092224,0.985507246376812,0.966666666666667,0.25375,0.278054862842893,0,0.225171232876712,0.322080471050049,0.27452215921025,0,0,0.27452215921025,0.909832351608518,0.594758064516129,0,0.128032345013477,0,0,0,0,0,0.75,NA
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.658670322138451,0,0.154412296564195,0.782608695652174,0.933333333333333,0,0.115211970074813,0,0.107020547945205,0.139744847890088,0.218651543793321,0.462943071965628,0,0.399705944129385,0.897145446307204,0.295698924731183,0.214185393258427,0.032345013477089,0,0,0,0,0.147058823529412,0.75,NA
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.659013022618232,0.399361022364217,0.237233273056058,0.833333333333333,0.65,0.19375,0.225436408977556,0.408912188728702,0.0500856164383562,0.322865554465162,0.240495694181895,0,0,0.240495694181895,0.900317172632533,0.388440860215054,0.157303370786517,0.320754716981132,0,0,0,0,0,0.75,NA
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.659355723098012,0.23961661341853,0.142079566003617,0.949275362318841,0.883333333333333,0,0,0,0.39041095890411,0.178999018645731,0.155009451795841,0.505907626208378,0,0.3528670447385,0.907566832804712,0.326612903225806,0.0870786516853933,0.153638814016173,0,0,0,0,0,0.75,NA
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.659698423577793,0.271565495207668,0.204936708860759,0.978260869565217,0.95,0.18125,0.408977556109726,0,0.144691780821918,0.388223748773307,0.345305608065532,0,0,0.345305608065532,0.909379247847757,0.618279569892473,0.216292134831461,0.0700808625336927,0,0,0,0,0,0.75,NA
